"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Ppp1r13b",4.66287860498488e-06,-0.189798078395385,0.221,0.309,0.150536372883332,"heterozygous","Ppp1r13b","oligodendrocytes"
"Pkm",4.67541518685331e-06,-0.20254506055733,0.298,0.395,0.150941103892372,"heterozygous","Pkm","oligodendrocytes"
"Spock3",4.70475056659011e-06,0.370882383752605,0.535,0.482,0.151888167291795,"heterozygous","Spock3","oligodendrocytes"
"Rtkn",5.39924526669305e-06,-0.196546466520769,0.294,0.395,0.174309234189918,"heterozygous","Rtkn","oligodendrocytes"
"Abhd17b",5.44291118660979e-06,-0.156024610696276,0.639,0.743,0.175718944748511,"heterozygous","Abhd17b","oligodendrocytes"
"Pgbd51",5.5964299890323e-06,-0.179171170861794,0.15,0.224,0.180675145765919,"heterozygous","Pgbd5","oligodendrocytes"
"Med21",5.63269602293135e-06,-0.171336297882994,0.058,0.108,0.181845958404316,"heterozygous","Med21","oligodendrocytes"
"Cdh19",5.66434763403728e-06,-0.2169087992132,0.739,0.81,0.18286779901726,"heterozygous","Cdh19","oligodendrocytes"
"Bcar1",6.12479375375806e-06,-0.223953980480506,0.221,0.302,0.197732841546325,"heterozygous","Bcar1","oligodendrocytes"
"Gm26747",6.64417997244978e-06,-0.203991876756925,0.055,0.102,0.214500706230569,"heterozygous","Gm26747","oligodendrocytes"
"Gm4258",7.22429842134516e-06,0.177810142717407,0.883,0.862,0.233229250234707,"heterozygous","Gm4258","oligodendrocytes"
"Dennd5a",7.2911662464839e-06,0.253039747057684,0.622,0.579,0.235388011101486,"heterozygous","Dennd5a","oligodendrocytes"
"Psap",7.43740684135082e-06,-0.19015644518073,0.341,0.446,0.24010924246617,"heterozygous","Psap","oligodendrocytes"
"Rttn",7.67630169208087e-06,-0.178666821548198,0.147,0.218,0.247821723827139,"heterozygous","Rttn","oligodendrocytes"
"Ifrd1",8.55287775502571e-06,-0.191975174660347,0.125,0.193,0.27612110544325,"heterozygous","Ifrd1","oligodendrocytes"
"Xrcc6",8.66346093202333e-06,0.313789301675508,0.505,0.457,0.279691172729441,"heterozygous","Xrcc6","oligodendrocytes"
"Bcas1os2",8.95908726847564e-06,0.333489614359102,0.365,0.31,0.289235173375468,"heterozygous","Bcas1os2","oligodendrocytes"
"E130308A19Rik",9.08287614942057e-06,-0.223739389704368,0.504,0.601,0.293231573607894,"heterozygous","E130308A19Rik","oligodendrocytes"
"Pla2g3",9.20879711962711e-06,-0.202998673864062,0.159,0.232,0.297296806210042,"heterozygous","Pla2g3","oligodendrocytes"
"Nufip21",1.01275614815493e-05,-0.139284523030122,0.32,0.424,0.326958194870339,"heterozygous","Nufip2","oligodendrocytes"
"Ctnna3",1.03279892748393e-05,-0.154929238389273,0.905,0.929,0.333428805748911,"heterozygous","Ctnna3","oligodendrocytes"
"Dpy19l11",1.03911815578196e-05,0.282536971226094,0.567,0.523,0.335468905412647,"heterozygous","Dpy19l1","oligodendrocytes"
"Mrtfb",1.04517602871387e-05,-0.19979566591465,0.255,0.337,0.337424629109985,"heterozygous","Mrtfb","oligodendrocytes"
"Glcci1",1.06505822930547e-05,0.323243522928309,0.375,0.317,0.343843398748979,"heterozygous","Glcci1","oligodendrocytes"
"Rnpep",1.07416793704958e-05,-0.202141341334076,0.104,0.165,0.346784376797087,"heterozygous","Rnpep","oligodendrocytes"
"Rab21",1.0851742956743e-05,-0.188736377757883,0.153,0.223,0.35033766961549,"heterozygous","Rab21","oligodendrocytes"
"Tmem178b",1.08563735268976e-05,0.156600064056387,0.94,0.94,0.350487162942363,"heterozygous","Tmem178b","oligodendrocytes"
"Rcbtb1",1.09040809487686e-05,-0.131476356820017,0.625,0.732,0.352027349350045,"heterozygous","Rcbtb1","oligodendrocytes"
"Aak11",1.13565413599199e-05,-0.208025123372644,0.302,0.393,0.366634581263653,"heterozygous","Aak1","oligodendrocytes"
"Igf1r1",1.21213005880162e-05,0.303366972748695,0.525,0.476,0.391324068183515,"heterozygous","Igf1r","oligodendrocytes"
"Camk1d",1.31219723367638e-05,-0.168985469641182,0.63,0.742,0.423629754920084,"heterozygous","Camk1d","oligodendrocytes"
"Vapa",1.34381072587865e-05,-0.193906903619093,0.235,0.315,0.433835854742663,"heterozygous","Vapa","oligodendrocytes"
"Nectin1",1.39236699873188e-05,0.331154677375176,0.306,0.245,0.449511761870602,"heterozygous","Nectin1","oligodendrocytes"
"Phlpp1",1.39997094686708e-05,-0.113659915982221,0.992,0.995,0.45196662048657,"heterozygous","Phlpp1","oligodendrocytes"
"Nrxn2",1.41734036823138e-05,-0.195398143120082,0.287,0.377,0.457574164479819,"heterozygous","Nrxn2","oligodendrocytes"
"Hsf2",1.49568028216991e-05,-0.173493216677185,0.07,0.12,0.482865422295733,"heterozygous","Hsf2","oligodendrocytes"
"Enoph1",1.58742728841039e-05,-0.156003965179012,0.082,0.136,0.51248502579041,"heterozygous","Enoph1","oligodendrocytes"
"Ankrd28",1.60921059636963e-05,0.18353534359714,0.891,0.882,0.519517548931972,"heterozygous","Ankrd28","oligodendrocytes"
"Pcsk2",1.61479258907979e-05,-0.177005852253912,0.118,0.181,0.521319639458519,"heterozygous","Pcsk2","oligodendrocytes"
"Carhsp1",1.63904555441455e-05,-0.177350416822463,0.095,0.152,0.529149466787193,"heterozygous","Carhsp1","oligodendrocytes"
"Apod",1.63972479797029e-05,0.16743805078681,0.761,0.727,0.529368753776729,"heterozygous","Apod","oligodendrocytes"
"Insc",1.75392740211337e-05,0.279970419780044,0.458,0.408,0.56623792249828,"heterozygous","Insc","oligodendrocytes"
"Phldb1",1.81393991622351e-05,0.176823039131697,0.902,0.896,0.585612362553597,"heterozygous","Phldb1","oligodendrocytes"
"Rapgef21",1.86595570639279e-05,-0.206806430181153,0.325,0.417,0.602405140251849,"heterozygous","Rapgef2","oligodendrocytes"
"Ephb1",2.03828001536634e-05,0.192862245518576,0.744,0.713,0.658038320160868,"heterozygous","Ephb1","oligodendrocytes"
"Sesn31",2.08542639092646e-05,-0.203987954214444,0.102,0.159,0.6732590560467,"heterozygous","Sesn3","oligodendrocytes"
"Tnni1",2.12540801965511e-05,0.321627486344551,0.346,0.287,0.686166725065457,"heterozygous","Tnni1","oligodendrocytes"
"Atl3",2.13331157431849e-05,-0.195106920856535,0.287,0.372,0.68871830865298,"heterozygous","Atl3","oligodendrocytes"
"Ppp2r5a",2.29101087857521e-05,0.295679609086474,0.385,0.332,0.739629952039219,"heterozygous","Ppp2r5a","oligodendrocytes"
"Arpc1b",2.33498280042035e-05,-0.179828538370033,0.056,0.102,0.753825847287707,"heterozygous","Arpc1b","oligodendrocytes"
"Robo21",2.39921420883836e-05,-0.212680342298594,0.068,0.116,0.774562315181376,"heterozygous","Robo2","oligodendrocytes"
"C2cd2",2.45091877581232e-05,-0.162504150654109,0.077,0.129,0.791254617583249,"heterozygous","C2cd2","oligodendrocytes"
"Stmn4",2.46664258064439e-05,0.281879968950895,0.573,0.56,0.796330890735236,"heterozygous","Stmn4","oligodendrocytes"
"Hcn2",2.50727820209681e-05,0.330436619683663,0.461,0.41,0.809449694764935,"heterozygous","Hcn2","oligodendrocytes"
"Ubash3b",2.50772364748268e-05,0.243590217625684,0.561,0.508,0.809593502353307,"heterozygous","Ubash3b","oligodendrocytes"
"Kcnk13",2.61347267961401e-05,0.265593725178385,0.54,0.487,0.843733519886586,"heterozygous","Kcnk13","oligodendrocytes"
"Mta3",2.65399322450179e-05,-0.203014117584664,0.405,0.495,0.856815172598157,"heterozygous","Mta3","oligodendrocytes"
"Ppm1b",2.74432761921704e-05,-0.149234299886331,0.303,0.398,0.885978728588029,"heterozygous","Ppm1b","oligodendrocytes"
"Man1b1",2.772703871183e-05,-0.179699372396307,0.087,0.14,0.89513971777272,"heterozygous","Man1b1","oligodendrocytes"
"Gab2",2.83954330626016e-05,0.356569287782017,0.296,0.237,0.916718160993028,"heterozygous","Gab2","oligodendrocytes"
"Stim1",2.91080782374261e-05,-0.240328769226605,0.278,0.356,0.939725197817064,"heterozygous","Stim1","oligodendrocytes"
"Mir99ahg1",3.08172569741113e-05,0.227924361347044,0.666,0.633,0.994904324152208,"heterozygous","Mir99ahg","oligodendrocytes"
"Cdc42bpa",3.23071794325705e-05,-0.144470154848079,0.888,0.934,1,"heterozygous","Cdc42bpa","oligodendrocytes"
"Lcor",3.26509260580602e-05,-0.17054451409838,0.38,0.477,1,"heterozygous","Lcor","oligodendrocytes"
"Dgkd1",3.2855207629645e-05,-0.211574680273354,0.23,0.307,1,"heterozygous","Dgkd","oligodendrocytes"
"Zeb21",3.43737882583408e-05,0.123847962146479,0.979,0.985,1,"heterozygous","Zeb2","oligodendrocytes"
"Gm10863",3.43830445659434e-05,0.357668210230983,0.444,0.408,1,"heterozygous","Gm10863","oligodendrocytes"
"Agpat5",3.58354463529054e-05,-0.18034551135454,0.07,0.118,1,"heterozygous","Agpat5","oligodendrocytes"
"Tmod1",3.76742435548404e-05,0.254289569896652,0.534,0.486,1,"heterozygous","Tmod1","oligodendrocytes"
"Cdh10",3.80940582586648e-05,0.198873564879535,0.791,0.774,1,"heterozygous","Cdh10","oligodendrocytes"
"Cyth1",3.81985301050628e-05,-0.172717085543685,0.591,0.684,1,"heterozygous","Cyth1","oligodendrocytes"
"Rab11fip3",3.84334783103424e-05,-0.201135627876875,0.264,0.346,1,"heterozygous","Rab11fip3","oligodendrocytes"
"Mtmr6",3.94195058499626e-05,-0.15726489151692,0.138,0.203,1,"heterozygous","Mtmr6","oligodendrocytes"
"Mgat3",3.94680355745211e-05,-0.217683129814195,0.19,0.261,1,"heterozygous","Mgat3","oligodendrocytes"
"Dtnb1",3.96070297318772e-05,-0.234605720961823,0.176,0.239,1,"heterozygous","Dtnb","oligodendrocytes"
"Crk",3.96708422437541e-05,-0.160505963269276,0.13,0.192,1,"heterozygous","Crk","oligodendrocytes"
"Mrps61",4.2098416987444e-05,-0.177531526655296,0.089,0.14,1,"heterozygous","Mrps6","oligodendrocytes"
"Samd4",4.30291190428843e-05,0.269424578319302,0.503,0.459,1,"heterozygous","Samd4","oligodendrocytes"
"Herpud1",4.38896648447574e-05,-0.134799426715873,0.06,0.105,1,"heterozygous","Herpud1","oligodendrocytes"
"Alcam",4.46731481469187e-05,-0.250607025185956,0.229,0.302,1,"heterozygous","Alcam","oligodendrocytes"
"Rab33b",4.54004045231503e-05,-0.171753915436086,0.084,0.134,1,"heterozygous","Rab33b","oligodendrocytes"
"Rnf181",4.59424568316991e-05,-0.140975759484997,0.104,0.159,1,"heterozygous","Rnf181","oligodendrocytes"
"Xrcc4",4.70537247011722e-05,0.291536853468938,0.312,0.253,1,"heterozygous","Xrcc4","oligodendrocytes"
"Add1",4.80888131495712e-05,-0.195522387454649,0.564,0.659,1,"heterozygous","Add1","oligodendrocytes"
"Rsf1os1",4.8159230151894e-05,-0.121956020260994,0.095,0.151,1,"heterozygous","Rsf1os1","oligodendrocytes"
"Rhoa",4.89393066939e-05,-0.128925578902103,0.17,0.238,1,"heterozygous","Rhoa","oligodendrocytes"
"B3galnt2",4.89551924452212e-05,-0.172363105222585,0.074,0.122,1,"heterozygous","B3galnt2","oligodendrocytes"
"Pbx3",4.92247916872374e-05,0.295147401163437,0.249,0.192,1,"heterozygous","Pbx3","oligodendrocytes"
"Elmsan1",5.05038431746522e-05,-0.200843693083345,0.125,0.184,1,"heterozygous","Elmsan1","oligodendrocytes"
"Nxpe3",5.17076534716391e-05,-0.1900874685831,0.203,0.275,1,"heterozygous","Nxpe3","oligodendrocytes"
"Tafa5",5.40451003255584e-05,-0.209541317044928,0.374,0.452,1,"heterozygous","Tafa5","oligodendrocytes"
"Gm49797",5.6039322445359e-05,-0.153169428315761,0.176,0.245,1,"heterozygous","Gm49797","oligodendrocytes"
"Caprin1",5.7312217886978e-05,-0.154758197976597,0.254,0.336,1,"heterozygous","Caprin1","oligodendrocytes"
"Ptges3",5.82771184483519e-05,-0.185514473163507,0.123,0.182,1,"heterozygous","Ptges3","oligodendrocytes"
"Ehbp1",5.84918359596157e-05,-0.205559694988227,0.358,0.439,1,"heterozygous","Ehbp1","oligodendrocytes"
"Fam117b",5.95311407040939e-05,-0.21409793982422,0.195,0.265,1,"heterozygous","Fam117b","oligodendrocytes"
"Tsc22d4",6.03172671109131e-05,-0.142730248377423,0.219,0.297,1,"heterozygous","Tsc22d4","oligodendrocytes"
"Grm31",6.23700823816431e-05,-0.130539199069182,0.923,0.943,1,"heterozygous","Grm3","oligodendrocytes"
"Pacrg",6.38667620175891e-05,0.211615161432886,0.853,0.853,1,"heterozygous","Pacrg","oligodendrocytes"
"Dock1",6.40122738112276e-05,0.219691979897921,0.724,0.7,1,"heterozygous","Dock1","oligodendrocytes"
"Slc49a4",6.49412749430093e-05,-0.188292729693102,0.099,0.152,1,"heterozygous","Slc49a4","oligodendrocytes"
"Megf9",6.59502341729188e-05,-0.152150179718105,0.19,0.26,1,"heterozygous","Megf9","oligodendrocytes"
"Rufy31",6.85279482772865e-05,-0.162752429095069,0.341,0.429,1,"heterozygous","Rufy3","oligodendrocytes"
"Rasal11",6.90662395662446e-05,-0.199188372114939,0.097,0.148,1,"heterozygous","Rasal1","oligodendrocytes"
"Lrrtm41",7.05187605628125e-05,-0.185085130883894,0.22,0.3,1,"heterozygous","Lrrtm4","oligodendrocytes"
"Capn5",7.08692289741289e-05,-0.18388758228193,0.08,0.127,1,"heterozygous","Capn5","oligodendrocytes"
"Ring1",7.19830327786109e-05,-0.18307180841167,0.152,0.215,1,"heterozygous","Ring1","oligodendrocytes"
"Snap25",7.28331447166246e-05,-0.178288952748681,0.176,0.244,1,"heterozygous","Snap25","oligodendrocytes"
"Tmem19",7.3803508820415e-05,-0.185610547720295,0.089,0.138,1,"heterozygous","Tmem19","oligodendrocytes"
"Phgdh",7.73709807917196e-05,-0.167013185917863,0.138,0.199,1,"heterozygous","Phgdh","oligodendrocytes"
"Acap21",7.85469669294114e-05,-0.147612876926206,0.646,0.731,1,"heterozygous","Acap2","oligodendrocytes"
"Clic4",7.98318591617317e-05,0.25296251487257,0.54,0.501,1,"heterozygous","Clic4","oligodendrocytes"
"Crebbp",8.1012850410252e-05,-0.149258051777988,0.463,0.565,1,"heterozygous","Crebbp","oligodendrocytes"
"Ctdspl1",8.10872595998442e-05,-0.221482331297197,0.178,0.242,1,"heterozygous","Ctdspl","oligodendrocytes"
"Abca2",8.65073336197521e-05,-0.151199201462679,0.731,0.801,1,"heterozygous","Abca2","oligodendrocytes"
"Rbmx",8.89657079156775e-05,-0.145389968113357,0.148,0.21,1,"heterozygous","Rbmx","oligodendrocytes"
"Spred21",8.92977670157047e-05,0.250883961821672,0.12,0.078,1,"heterozygous","Spred2","oligodendrocytes"
"Fez1",9.30261735611508e-05,0.251020285326161,0.482,0.448,1,"heterozygous","Fez1","oligodendrocytes"
"Rps6ka51",9.30575682599731e-05,0.244418433750251,0.568,0.53,1,"heterozygous","Rps6ka5","oligodendrocytes"
"Appbp2",9.410798961867e-05,-0.197633196935023,0.301,0.376,1,"heterozygous","Appbp2","oligodendrocytes"
"Fnip2",9.58048630982099e-05,-0.184176638769415,0.316,0.4,1,"heterozygous","Fnip2","oligodendrocytes"
"Tma16",0.00010089438014908,-0.459498081356731,0.078,0.122,1,"heterozygous","Tma16","oligodendrocytes"
"Adamts20",0.000102665850071651,0.286202062070731,0.256,0.203,1,"heterozygous","Adamts20","oligodendrocytes"
"Paxx",0.000107966743607309,-0.172656285514572,0.137,0.195,1,"heterozygous","Paxx","oligodendrocytes"
"Galnt7",0.000111919648258655,-0.186657483770992,0.287,0.365,1,"heterozygous","Galnt7","oligodendrocytes"
"Txnl1",0.000117802622525486,-0.148564297181251,0.081,0.128,1,"heterozygous","Txnl1","oligodendrocytes"
"4931406P16Rik",0.000120862761823401,-0.175409573779172,0.4,0.492,1,"heterozygous","4931406P16Rik","oligodendrocytes"
"Grb141",0.000122370632786953,-0.13271468085801,0.761,0.828,1,"heterozygous","Grb14","oligodendrocytes"
"Cdip1",0.000126163786812454,-0.164013095663358,0.306,0.389,1,"heterozygous","Cdip1","oligodendrocytes"
"Lrrtm31",0.000127405395259782,-0.127715719558014,0.482,0.575,1,"heterozygous","Lrrtm3","oligodendrocytes"
"Clasp2",0.000128141821386345,0.121246969768106,0.937,0.944,1,"heterozygous","Clasp2","oligodendrocytes"
"Napepld",0.000130806214989536,-0.166700491210374,0.151,0.211,1,"heterozygous","Napepld","oligodendrocytes"
"Pnpla8",0.000132607904627887,-0.12647111129435,0.198,0.268,1,"heterozygous","Pnpla8","oligodendrocytes"
"Hist3h2ba",0.000136457376935452,0.316923466169339,0.204,0.156,1,"heterozygous","Hist3h2ba","oligodendrocytes"
"Mtm1",0.000137524345058685,-0.142393517995668,0.207,0.277,1,"heterozygous","Mtm1","oligodendrocytes"
"Pde6d",0.000137821764013133,-0.114008757111839,0.109,0.163,1,"heterozygous","Pde6d","oligodendrocytes"
"Tnrc6a",0.000139362695198559,-0.171722370314098,0.521,0.618,1,"heterozygous","Tnrc6a","oligodendrocytes"
"Ndrg1",0.000140967994774231,-0.158388137411923,0.402,0.48,1,"heterozygous","Ndrg1","oligodendrocytes"
"Cds2",0.000148355639080065,-0.152757068005992,0.146,0.206,1,"heterozygous","Cds2","oligodendrocytes"
"Ppm1l1",0.000148428312421452,-0.19169005270898,0.17,0.232,1,"heterozygous","Ppm1l","oligodendrocytes"
"Csad",0.000149217616518205,-0.146318079077204,0.082,0.129,1,"heterozygous","Csad","oligodendrocytes"
"Hagh",0.000149808420221026,-0.138144612517273,0.082,0.129,1,"heterozygous","Hagh","oligodendrocytes"
"Rcl1",0.000150862887674915,-0.143380004898576,0.07,0.114,1,"heterozygous","Rcl1","oligodendrocytes"
"Sufu",0.000152493510096809,-0.133496623801905,0.08,0.127,1,"heterozygous","Sufu","oligodendrocytes"
"Itgav1",0.000154250471195067,-0.168769961641985,0.255,0.331,1,"heterozygous","Itgav","oligodendrocytes"
"Cpt1c",0.000155067982622082,-0.130065196697661,0.168,0.235,1,"heterozygous","Cpt1c","oligodendrocytes"
"Kpna3",0.000155183997173477,-0.173395478635823,0.161,0.221,1,"heterozygous","Kpna3","oligodendrocytes"
"Lars21",0.000156033675583796,-0.137017327485766,0.362,0.455,1,"heterozygous","Lars2","oligodendrocytes"
"St6galnac3",0.00015829040489708,-0.111248160487973,0.981,0.986,1,"heterozygous","St6galnac3","oligodendrocytes"
"Ppia",0.000158809971812449,-0.175773543680601,0.199,0.265,1,"heterozygous","Ppia","oligodendrocytes"
"Tmem127",0.000162890577381303,-0.121958191514494,0.061,0.103,1,"heterozygous","Tmem127","oligodendrocytes"
"Dock10",0.000164378395683118,0.101840200929275,0.997,0.993,1,"heterozygous","Dock10","oligodendrocytes"
"Dusp10",0.000164736082323182,0.284624202190592,0.251,0.199,1,"heterozygous","Dusp10","oligodendrocytes"
"Trafd1",0.000166846844200711,-0.212325268935794,0.142,0.195,1,"heterozygous","Trafd1","oligodendrocytes"
"Lbr",0.000169930238782733,-0.131965422410031,0.209,0.28,1,"heterozygous","Lbr","oligodendrocytes"
"Ell2",0.000170396846974952,-0.13163561289449,0.294,0.377,1,"heterozygous","Ell2","oligodendrocytes"
"Zfp638",0.000175614234177196,0.21259887722725,0.716,0.696,1,"heterozygous","Zfp638","oligodendrocytes"
"Gigyf2",0.000180484662786623,-0.170382611727546,0.354,0.441,1,"heterozygous","Gigyf2","oligodendrocytes"
"Ncam21",0.000183861818881079,0.125824510358684,0.934,0.926,1,"heterozygous","Ncam2","oligodendrocytes"
"Inpp5f",0.000184045928444263,0.218657195221159,0.597,0.585,1,"heterozygous","Inpp5f","oligodendrocytes"
"Papola",0.000186889396595755,-0.187785333469273,0.35,0.43,1,"heterozygous","Papola","oligodendrocytes"
"Lonp2",0.000193700477233069,-0.143584806370298,0.293,0.375,1,"heterozygous","Lonp2","oligodendrocytes"
"Dyrk1a",0.000195982793797113,-0.170633306271021,0.331,0.412,1,"heterozygous","Dyrk1a","oligodendrocytes"
"Abcg1",0.000197231541757539,-0.150254333308822,0.278,0.359,1,"heterozygous","Abcg1","oligodendrocytes"
"Prickle21",0.000200271816601995,-0.105856373454693,0.952,0.979,1,"heterozygous","Prickle2","oligodendrocytes"
"Zfp239",0.000201774337189102,-0.182479001190489,0.102,0.152,1,"heterozygous","Zfp239","oligodendrocytes"
"Cadm2",0.000203710419626927,0.184537289905846,0.936,0.92,1,"heterozygous","Cadm2","oligodendrocytes"
"Banp1",0.000206630634854485,-0.170269106211612,0.121,0.174,1,"heterozygous","Banp","oligodendrocytes"
"2700097O09Rik",0.00020711220861051,-0.145681990460165,0.117,0.169,1,"heterozygous","2700097O09Rik","oligodendrocytes"
"Rsrp1",0.000209356880508099,0.170113874916886,0.895,0.893,1,"heterozygous","Rsrp1","oligodendrocytes"
"Ppp3ca",0.000211123664132825,0.207277998481564,0.709,0.704,1,"heterozygous","Ppp3ca","oligodendrocytes"
"Acyp2",0.000214995699085806,0.273704487013489,0.448,0.399,1,"heterozygous","Acyp2","oligodendrocytes"
"Chd4",0.000216270843362474,-0.180986195365452,0.253,0.323,1,"heterozygous","Chd4","oligodendrocytes"
"Ttll7",0.000219120179158914,0.168523192858713,0.913,0.907,1,"heterozygous","Ttll7","oligodendrocytes"
"Kndc1",0.00022224184542868,-0.166696236175476,0.605,0.689,1,"heterozygous","Kndc1","oligodendrocytes"
"Ralyl1",0.000222919799464233,0.322522317827938,0.374,0.324,1,"heterozygous","Ralyl","oligodendrocytes"
"Tprn",0.000224124078884127,-0.138745023807843,0.08,0.124,1,"heterozygous","Tprn","oligodendrocytes"
"Actn4",0.000225516306139315,-0.177959292077763,0.339,0.417,1,"heterozygous","Actn4","oligodendrocytes"
"Tmem219",0.000225799580239917,-0.138621566251728,0.122,0.176,1,"heterozygous","Tmem219","oligodendrocytes"
"Slc17a71",0.000226756563839292,-0.114579687844735,0.128,0.185,1,"heterozygous","Slc17a7","oligodendrocytes"
"Macf1",0.000228101079701427,0.155856665425967,0.721,0.7,1,"heterozygous","Macf1","oligodendrocytes"
"4930420G21Rik",0.000232743711173165,-0.189699097555445,0.478,0.556,1,"heterozygous","4930420G21Rik","oligodendrocytes"
"Kdm4a",0.000233971495360606,-0.144695003800453,0.151,0.209,1,"heterozygous","Kdm4a","oligodendrocytes"
"Psat1",0.000241670283837081,-0.165277929716122,0.217,0.286,1,"heterozygous","Psat1","oligodendrocytes"
"Mkln1",0.00024300827614614,-0.123425465869034,0.364,0.456,1,"heterozygous","Mkln1","oligodendrocytes"
"Mllt31",0.000247238006630215,-0.203192901131384,0.191,0.251,1,"heterozygous","Mllt3","oligodendrocytes"
"Sugct",0.000253295263447474,-0.136212965739008,0.064,0.104,1,"heterozygous","Sugct","oligodendrocytes"
"Cep68",0.000258855733151424,-0.131987571701553,0.071,0.114,1,"heterozygous","Cep68","oligodendrocytes"
"D5Ertd579e",0.000259565954143818,0.268422813455796,0.312,0.266,1,"heterozygous","D5Ertd579e","oligodendrocytes"
"Tubb4a",0.000259845745290799,0.12833777748139,0.856,0.843,1,"heterozygous","Tubb4a","oligodendrocytes"
"Eif5b",0.000260726143309672,-0.13727511741729,0.131,0.186,1,"heterozygous","Eif5b","oligodendrocytes"
"Pds5b",0.000261925883232694,-0.154298654572123,0.237,0.307,1,"heterozygous","Pds5b","oligodendrocytes"
"Dmd1",0.000262070855705793,-0.156305957263537,0.308,0.386,1,"heterozygous","Dmd","oligodendrocytes"
"Supt16",0.000263256909422705,-0.157079592771646,0.143,0.199,1,"heterozygous","Supt16","oligodendrocytes"
"Adamtsl11",0.000269585931328831,0.250983272475337,0.613,0.587,1,"heterozygous","Adamtsl1","oligodendrocytes"
"Cyld",0.000281515037306672,-0.167605742502937,0.377,0.459,1,"heterozygous","Cyld","oligodendrocytes"
"Prox1",0.00028295004252645,0.250516709666171,0.452,0.42,1,"heterozygous","Prox1","oligodendrocytes"
"Glg1",0.000286319587548711,-0.168444399948799,0.287,0.367,1,"heterozygous","Glg1","oligodendrocytes"
"Mbip",0.000288719611011685,-0.148710860611579,0.201,0.268,1,"heterozygous","Mbip","oligodendrocytes"
"Metap2",0.000289845887859524,-0.126168343953863,0.128,0.184,1,"heterozygous","Metap2","oligodendrocytes"
"Wdr20",0.000294178764049073,-0.132168320455122,0.423,0.516,1,"heterozygous","Wdr20","oligodendrocytes"
"Acsl3",0.000296571929317013,0.27232483737075,0.418,0.37,1,"heterozygous","Acsl3","oligodendrocytes"
"Rsf1",0.000298295098941985,-0.128653130643661,0.372,0.46,1,"heterozygous","Rsf1","oligodendrocytes"
"Ints61",0.00030105515443922,-0.128979301929339,0.249,0.325,1,"heterozygous","Ints6","oligodendrocytes"
"Wipf21",0.000309507010898314,-0.176473591123466,0.132,0.185,1,"heterozygous","Wipf2","oligodendrocytes"
"Max",0.000314925746164165,-0.147666832071338,0.117,0.168,1,"heterozygous","Max","oligodendrocytes"
"Crebzf1",0.000320594112154277,0.223380269334043,0.464,0.423,1,"heterozygous","Crebzf","oligodendrocytes"
"Prkce",0.000330241843518534,-0.131340606724192,0.073,0.115,1,"heterozygous","Prkce","oligodendrocytes"
"Cnot10",0.000331626154567243,-0.150650664968424,0.209,0.275,1,"heterozygous","Cnot10","oligodendrocytes"
"Wrn",0.000336937914484724,-0.134121086301627,0.243,0.315,1,"heterozygous","Wrn","oligodendrocytes"
"Tmem191c",0.000345843003043091,-0.16267171834192,0.075,0.117,1,"heterozygous","Tmem191c","oligodendrocytes"
"Mettl7a1",0.000348795428846024,-0.157656076154448,0.261,0.334,1,"heterozygous","Mettl7a1","oligodendrocytes"
"Ip6k2",0.000359347150380557,-0.131529252848559,0.083,0.127,1,"heterozygous","Ip6k2","oligodendrocytes"
"Fam171b",0.000360926468179763,-0.128737329662483,0.442,0.538,1,"heterozygous","Fam171b","oligodendrocytes"
"Edem2",0.000368450924954575,-0.144733453651929,0.089,0.134,1,"heterozygous","Edem2","oligodendrocytes"
"Naaladl2",0.000373135974104984,0.175068093320786,0.811,0.802,1,"heterozygous","Naaladl2","oligodendrocytes"
"Rtn11",0.000375307504599824,-0.133514169564046,0.169,0.23,1,"heterozygous","Rtn1","oligodendrocytes"
"Tmem245",0.000377070328902668,-0.128599353459486,0.263,0.336,1,"heterozygous","Tmem245","oligodendrocytes"
"Mapk8",0.000379437960307092,-0.154463269095462,0.149,0.205,1,"heterozygous","Mapk8","oligodendrocytes"
"Zfp771",0.000381628349850147,-0.105213370861703,0.115,0.167,1,"heterozygous","Zfp771","oligodendrocytes"
"Ppp2r2c",0.000382581567930021,-0.148681317780232,0.26,0.331,1,"heterozygous","Ppp2r2c","oligodendrocytes"
"Psma3",0.000383541265945293,-0.133181306787773,0.205,0.271,1,"heterozygous","Psma3","oligodendrocytes"
"Tmem170b",0.000384707024820025,-0.12854511708646,0.08,0.123,1,"heterozygous","Tmem170b","oligodendrocytes"
"Pik3c3",0.000386238764585778,-0.15423827416804,0.147,0.202,1,"heterozygous","Pik3c3","oligodendrocytes"
"9330182L06Rik",0.000388096799440115,0.309391137815608,0.399,0.361,1,"heterozygous","9330182L06Rik","oligodendrocytes"
"Arl6ip1",0.000395188078381053,-0.166473231102488,0.146,0.2,1,"heterozygous","Arl6ip1","oligodendrocytes"
"Magi1",0.000399358737957293,0.209882546286789,0.667,0.65,1,"heterozygous","Magi1","oligodendrocytes"
"Thap2",0.000401836255129371,-0.123031488817223,0.164,0.226,1,"heterozygous","Thap2","oligodendrocytes"
"Atp6v1g1",0.000408824826267329,-0.138523411312513,0.066,0.106,1,"heterozygous","Atp6v1g1","oligodendrocytes"
